id,course_group,source_area,liberal_area,completion_type,completion_type_raw,course_code,course_name,section,professor,department,credits,class_hours,lecture_type,seats_total,seats_left,time_raw,target_raw,notes
C0349,liberal,자기개발·진로탐색,자기개발·진로탐색,교선,교선,2150384701,레저스포츠,,한철,스포츠학부,1,2,,23,7,"월 15:00-15:50 (미래관 20307-한철)
월 16:00-16:50 (미래관 20307-한철)",스포츠학부 제외,축구
C0350,liberal,자기개발·진로탐색,자기개발·진로탐색,교선,교선,2150384702,레저스포츠,,김주원,스포츠학부,1,2,,25,5,"금 15:00-15:50 (진리관 11309-김주원)
금 16:00-16:50 (진리관 11309-김주원)",스포츠학부 제외,필라테스
C0351,liberal,자기개발·진로탐색,자기개발·진로탐색,교선,교선,2150384703,레저스포츠,,나웅태,스포츠학부,1,2,,28,2,"월 15:00-15:50 (조만식기념관 12310-나웅태)
월 16:00-16:50 (조만식기념관 12310-나웅태)",스포츠학부 제외,골프
C0352,liberal,자기개발·진로탐색,자기개발·진로탐색,교선,교선,2150384704,레저스포츠,,나웅태,스포츠학부,1,2,,21,9,"금 15:00-15:50 (미래관 20307-나웅태)
금 16:00-16:50 (미래관 20307-나웅태)",스포츠학부 제외,골프
C0353,liberal,자기개발·진로탐색,자기개발·진로탐색,교선,교선,2150384705,레저스포츠,,방상아,스포츠학부,1,2,,14,16,"수 15:00-15:50 (백마관 07316-방상아)
수 16:00-16:50 (백마관 07316-방상아)",스포츠학부 제외,빙상
C0354,liberal,자기개발·진로탐색,자기개발·진로탐색,교선,교선,2150384706,레저스포츠,,홍석범,스포츠학부,1,2,,17,13,"화 15:00-15:50 (미래관 20307-홍석범)
화 16:00-16:50 (미래관 20307-홍석범)",스포츠학부 제외,뉴스포츠
C0355,liberal,자기개발·진로탐색,자기개발·진로탐색,교선,교선,2150384707,레저스포츠,,홍석범,스포츠학부,1,2,,29,1,"수 15:00-15:50 (미래관 20503-홍석범)
수 16:00-16:50 (미래관 20503-홍석범)",스포츠학부 제외,배드민턴
C0356,liberal,자기개발·진로탐색,자기개발·진로탐색,교선,교선,2150479901,진로와직업선택,,박윤희,교양교육운영팀,2,2,,75,5,"수 10:00-10:50 (정보과학관 21102-박윤희)
수 11:00-11:50 (정보과학관 21102-박윤희)",3학년 전체 (대상외수강제한)(대상외수강제한),
C0357,liberal,자기개발·진로탐색,자기개발·진로탐색,교선,교선,2150479902,진로와직업선택,,박윤희,교양교육운영팀,2,2,,78,2,"수 13:00-13:50 (정보과학관 21102-박윤희)
수 14:00-14:50 (정보과학관 21102-박윤희)",3학년 전체 (대상외수강제한)(대상외수강제한),
C0358,liberal,자기개발·진로탐색,자기개발·진로탐색,교선,교선,2150484101,대학생활과진로탐색,,김윤진,교양교육운영팀,2,2,,99,1,"월 15:00-15:50 (형남공학관 05115-김윤진)
월 16:00-16:50 (형남공학관 05115-김윤진)",1학년 전체 (대상외수강제한)(대상외수강제한),
C0359,liberal,자기개발·진로탐색,자기개발·진로탐색,교선,교선,2150484102,대학생활과진로탐색,,김윤진,교양교육운영팀,2,2,,97,3,"월 17:00-17:50 (형남공학관 05115-김윤진)
월 18:00-18:50 (형남공학관 05115-김윤진)",1학년 전체 (대상외수강제한)(대상외수강제한),
C0360,liberal,자기개발·진로탐색,자기개발·진로탐색,교선,교선,2150484103,대학생활과진로탐색,,김윤진,교양교육운영팀,2,2,,98,2,"화 17:00-17:50 (형남공학관 05115-김윤진)
화 18:00-18:50 (형남공학관 05115-김윤진)",1학년 전체 (대상외수강제한)(대상외수강제한),
C0361,liberal,자기개발·진로탐색,자기개발·진로탐색,교선,교선,2150522701,웰빙시대의건강관리,,김화룡,스포츠학부,2,2,,46,4,"금 15:00-15:50 (조만식기념관 12310-김화룡)
금 16:00-16:50 (조만식기념관 12310-김화룡)",스포츠학부 제외,
C0362,liberal,자기개발·진로탐색,자기개발·진로탐색,교선,교선,2150522702,웰빙시대의건강관리,,최봉길,스포츠학부,2,2,,47,3,"수 15:00-15:50 (조만식기념관 12310-최봉길)
수 16:00-16:50 (조만식기념관 12310-최봉길)",스포츠학부 제외,
C0363,liberal,자기개발·진로탐색,자기개발·진로탐색,교선,교선,2150533701,섬김의리더십,,최춘화,교양교육운영팀,1,1,,81,0,월 15:00-15:50 (베어드홀 01103-최춘화),전체학년 전체,
C0364,liberal,자기개발·진로탐색,자기개발·진로탐색,교선,교선,2150533702,섬김의리더십,,최춘화,교양교육운영팀,1,1,,79,1,월 16:00-16:50 (베어드홀 01103-최춘화),전체학년 전체,
C0365,liberal,자기개발·진로탐색,자기개발·진로탐색,교선,교선,2150533703,섬김의리더십,,문정화,교양교육운영팀,1,1,,74,6,월 16:00-16:50 (진리관 11522 (이효계강의실)-문정화),전체학년 전체,
C0366,liberal,자기개발·진로탐색,자기개발·진로탐색,교선,교선,2150533704,섬김의리더십,,문정화,교양교육운영팀,1,1,,79,1,월 17:00-17:50 (진리관 11522 (이효계강의실)-문정화),전체학년 전체,
C0367,liberal,자기개발·진로탐색,자기개발·진로탐색,교선,교선,2150533705,섬김의리더십,,문정화,교양교육운영팀,1,1,,80,0,화 14:00-14:50 (베어드홀 01103-문정화),전체학년 전체,
C0368,liberal,자기개발·진로탐색,자기개발·진로탐색,교선,교선,2150533706,섬김의리더십,,최춘화,교양교육운영팀,1,1,,79,1,수 14:00-14:50 (형남공학관 05115-최춘화),전체학년 전체,
C0369,liberal,자기개발·진로탐색,자기개발·진로탐색,교선,교선,2150533707,섬김의리더십,,최춘화,교양교육운영팀,1,1,,80,0,수 15:00-15:50 (형남공학관 05115-최춘화),전체학년 전체,
C0370,liberal,자기개발·진로탐색,자기개발·진로탐색,교선,교선,2150533708,섬김의리더십,,문정화,교양교육운영팀,1,1,,80,0,화 15:00-15:50 (베어드홀 01103-문정화),전체학년 전체,
C0371,liberal,자기개발·진로탐색,자기개발·진로탐색,교선,교선,2150533709,섬김의리더십,,문정화,교양교육운영팀,1,1,,79,1,수 16:00-16:50 (형남공학관 05115-문정화),전체학년 전체,
C0372,liberal,자기개발·진로탐색,자기개발·진로탐색,교선,교선,2150533710,섬김의리더십,,문정화,교양교육운영팀,1,1,,80,0,목 14:00-14:50 (형남공학관 05115-문정화),전체학년 전체,
C0373,liberal,자기개발·진로탐색,자기개발·진로탐색,교선,교선,2150533711,섬김의리더십,,문정화,교양교육운영팀,1,1,,80,0,목 15:00-15:50 (형남공학관 05115-문정화),전체학년 전체,
C0374,liberal,자기개발·진로탐색,자기개발·진로탐색,교선,교선,2150533712,섬김의리더십,,문정화,교양교육운영팀,1,1,,79,1,금 14:00-14:50 (형남공학관 05115-문정화),전체학년 전체,
C0375,liberal,자기개발·진로탐색,자기개발·진로탐색,교선,교선,2150533713,섬김의리더십,,최춘화,교양교육운영팀,1,1,,80,0,금 15:00-15:50 (베어드홀 01103-최춘화),전체학년 전체,
C0376,liberal,자기개발·진로탐색,자기개발·진로탐색,교선,교선,2150533714,섬김의리더십,,문정화,교양교육운영팀,1,1,,80,0,금 15:00-15:50 (형남공학관 05115-문정화),전체학년 전체,
C0377,liberal,자기개발·진로탐색,자기개발·진로탐색,교선,교선,2150533715,섬김의리더십,,최춘화,교양교육운영팀,1,1,,79,1,금 16:00-16:50 (형남공학관 05115-최춘화),전체학년 전체,
C0378,liberal,자기개발·진로탐색,자기개발·진로탐색,교선,교선,2150605301,현대인과국제예절,,김은정,교양교육운영팀,3,3,,15,35,수 금 15:00-16:15 (전산관 19327-김은정),전체학년 ;순수외국인입학생 (대상외수강제한)(대상외수강제한),
C0379,liberal,자기개발·진로탐색,자기개발·진로탐색,교선,교선,2150605302,현대인과국제예절,,유정아,교양교육운영팀,3,3,,38,12,월 수 15:00-16:15 (문화관 03506-유정아),전체학년 ;순수외국인입학생 (대상외수강제한)(대상외수강제한),
C0380,liberal,자기개발·진로탐색,자기개발·진로탐색,교선,교선,2150605303,현대인과국제예절,,김은정,교양교육운영팀,3,3,,13,37,수 금 16:30-17:45 (전산관 19327-김은정),전체학년 ;순수외국인입학생 (대상외수강제한)(대상외수강제한),
C0381,liberal,자기개발·진로탐색,자기개발·진로탐색,교선,교선,2150605304,현대인과국제예절,,유정아,교양교육운영팀,3,3,,11,39,월 수 16:30-17:45 (문화관 03506-유정아),전체학년 ;순수외국인입학생 (대상외수강제한)(대상외수강제한),
C0382,liberal,자기개발·진로탐색,자기개발·진로탐색,교선,교선,2150605701,사회봉사실천1,,,교양교육운영팀,1,0,,0,0,,전체학년 전체,
C0383,liberal,자기개발·진로탐색,자기개발·진로탐색,교선,교선,2150605801,사회봉사실천2,,,교양교육운영팀,1,0,,0,0,,전체학년 전체,
C0384,liberal,자기개발·진로탐색,자기개발·진로탐색,교선,교선,2150605901,사회봉사실천3,,,교양교육운영팀,1,0,,0,0,,전체학년 전체,
C0385,liberal,자기개발·진로탐색,자기개발·진로탐색,교선,교선,2150623401,한경직리더십,,조두형,교양교육운영팀,3,3,,38,22,"수 15:00-16:15 (백마관 07218-조두형)
수 16:30-17:45 (백마관 07218-조두형)",전체학년 전체,
C0386,liberal,자기개발·진로탐색,자기개발·진로탐색,교선,교선,2150630001,청년기발달과자기이해,,김남숙,교양교육운영팀,3,3,EL+,47,3,"수 15:00-16:15 (백마관 07116-김남숙)
수 16:30-17:45 (백마관 07116-김남숙)",전체학년 전체,
C0387,liberal,자기개발·진로탐색,자기개발·진로탐색,교선,교선,2150631001,리더십과진로계획,,오성찬,교양교육운영팀,2,2,,69,1,"화 13:00-13:50 (정보과학관 21102-오성찬)
화 14:00-14:50 (정보과학관 21102-오성찬)",2학년 전체 (대상외수강제한)(대상외수강제한),
C0388,liberal,자기개발·진로탐색,자기개발·진로탐색,교선,교선,2150631002,리더십과진로계획,,오성찬,교양교육운영팀,2,2,,69,1,"화 15:00-15:50 (정보과학관 21102-오성찬)
화 16:00-16:50 (정보과학관 21102-오성찬)",2학년 전체 (대상외수강제한)(대상외수강제한),
C0389,liberal,자기개발·진로탐색,자기개발·진로탐색,교선,교선,2150631003,리더십과진로계획,,오성찬,교양교육운영팀,2,2,,69,1,"화 17:00-17:50 (정보과학관 21102-오성찬)
화 18:00-18:50 (정보과학관 21102-오성찬)",2학년 전체 (대상외수강제한)(대상외수강제한),
C0390,liberal,자기개발·진로탐색,자기개발·진로탐색,교선,교선,2150631101,취업과경력개발,,박윤희,교양교육운영팀,2,2,,75,5,"월 13:00-13:50 (형남공학관 05115-박윤희)
월 14:00-14:50 (형남공학관 05115-박윤희)","4학년 전체
5학년 전체 (대상외수강제한)(대상외수강제한)",
C0391,liberal,자기개발·진로탐색,자기개발·진로탐색,교선,교선,2150631102,취업과경력개발,,박윤희,교양교육운영팀,2,2,,77,3,"화 10:00-10:50 (형남공학관 05115-박윤희)
화 11:00-11:50 (형남공학관 05115-박윤희)","4학년 전체
5학년 전체 (대상외수강제한)(대상외수강제한)",
C0392,liberal,자기개발·진로탐색,자기개발·진로탐색,교선,교선,2150631103,취업과경력개발,,박윤희,교양교육운영팀,2,2,,79,1,"화 13:00-13:50 (형남공학관 05115-박윤희)
화 14:00-14:50 (형남공학관 05115-박윤희)","4학년 전체
5학년 전체 (대상외수강제한)(대상외수강제한)",
C0393,liberal,자기개발·진로탐색,자기개발·진로탐색,교선,교선,2150637301,공공가치와리더십,,이국배,교양교육운영팀,2,2,EL+,46,4,"화 15:00-15:50 (조만식기념관 12208-이국배)
화 16:00-16:50 (조만식기념관 12208-이국배)",전체학년 전체,
C0394,liberal,자기개발·진로탐색,자기개발·진로탐색,교선,교선,2150637302,공공가치와리더십,,이국배,교양교육운영팀,2,2,EL+,38,12,"화 17:00-17:50 (조만식기념관 12208-이국배)
화 18:00-18:50 (조만식기념관 12208-이국배)",전체학년 전체,
C0395,liberal,자기개발·진로탐색,자기개발·진로탐색,교선,교선,2150696601,인간행동과사회환경,,김양하,복지경영학과(계약학과),3,3,대면+녹화,17,0,토 16:30-17:45 (숭덕경상관 02211-김양하),전체학년 복지경영학과(계약학과) (대상외수강제한)(대상외수강제한),
C0396,liberal,자기개발·진로탐색,자기개발·진로탐색,교선,교선,2150900001,교원양성특강1,,유경훈,학사팀,1,1,,22,14,금 17:00-17:50 (미래관 20108-유경훈),순수외국인입학생 제한,
C0397,liberal,자기개발·진로탐색,자기개발·진로탐색,교선,교선,2150915001,Soongsil Honor Code,,문정화,교양교육운영팀,1,1,,43,5,월 15:00-15:50 (진리관 11402-문정화),전체학년 전체,
C0398,liberal,자기개발·진로탐색,자기개발·진로탐색,교선,교선,2150915002,Soongsil Honor Code,,문정화,교양교육운영팀,1,1,,45,5,수 15:00-15:50 (진리관 11517-문정화),전체학년 전체,
C0399,liberal,자기개발·진로탐색,자기개발·진로탐색,교선,교선,5010542201,창의성과문제해결,,박지영,평생교육학과,3,3,,45,5,"수 12:00-13:15 (벤처중소기업센터 10512-박지영)
수 13:30-14:45 (벤처중소기업센터 10512-박지영)",전체,
C0400,liberal,자기개발·진로탐색,자기개발·진로탐색,교선,교선,5010543101,자기주도적학습,,이경화,교양교육운영팀,1,1,녹화,143,7,,전체학년 전체,
C0401,liberal,자기개발·진로탐색,자기개발·진로탐색,교선,교선,5010543102,자기주도적학습,,이경화,교양교육운영팀,1,1,녹화,146,4,,전체학년 전체,
